message,actual,predicted
NachoConde,0,1
JordanETID oh yeah Got my new limited edition up on the wall http img ly c c,0,1
annsbelle It s really creepy O,0,1
onjfanga It s a wonderful machine,0,1
lenahorne dead at http bit ly dbdhT,0,1
http bit ly nqw P NetFamilyNews,0,1
meganlucy I ve broken my iPhone screen before as has everyone else I know with an iPhone that Pad looks scary breakable,0,1
New HootSuite Features Offer More Insight About Your Customers http bit ly b x l,0,1
real thinktank I guess I can handle a little rain after all,0,1
What is the best Twitter Iphone app,0,1
What are you going to do today,0,1
holy crap itz pm and really nothing done damn,0,1
There s two muffins in the oven One says Man Its burning up in here The other one says Hey look A talking Muffin,0,1
http www avaaz org po petition Youtube Corporation Fox Broadcasting Company Anular os strikes no Canal Nostalgia cXPZpgb,0,1
AH HA Now the rubber band s on the other claw,0,1
Never mind Thesising,0,1
yogoldsmith Sometimes Google is like Mapquest it leads you in the wrong direction,0,1
How To Create A Lead Booby Trap From Scratch Last night I asked myself this simple question What piece o http bit ly UJQvt,0,1
The Seismic Impact of the Boobquake Movement http bit ly d SaLJ,0,1
Los Angeles heit mit vollem Namen El Pueblo de Nuestra Senora la Reina de los Angeles del Rio de Porciuncula,0,1
Shadow Work A Hero s Journey http bit ly UXpet,0,1
If a marriage is not made between two minds but in any case registered it can be torn apart like the paper it was recorded on,0,1
Upgrading to Windows Wish me luck hopefully it ll work and I ll be in TELive today LOL http bit ly JnXEa,0,1
kateordie Your doppelganger You kinda look like Naomi Watts,0,1
money The most expensive outrageous and crazy keyboard http bit ly j b H,0,1
Genius RT christinadalit Me too RT cstechcast I subscribed to oldspice s channel on YouTube http bit ly dnfB,0,1
miles to Indy,0,1
Watching perezhilton on MTV Cribs,0,1
fastchicken But I am sure you must have your dev phone backup in iTunes it takes it from the backup,0,1
Esta es una de las buenas XD http blip fm sm vr,0,1
Watching FA cup looks like Leeds will upset Man U,0,1
DesireeTurconi what kind of wildlife I used to help rehabilitate birds of prey in Catskill Mtns NY had a resident eyed screech owl,0,1
A W Teen Burger http bit ly L Is this your favorite Fastfood Tastetest,0,1
Mariuca Where is Las Carretas mau p,0,1
Manning looks rusty tonight,0,1
What s the Next Twitter http bit ly Ih h,0,1
Is it NYE yet,0,1
checking out streamd in,0,1
Artists are not necessary but the world would be a much emptier place without them,0,1
SarahEastcoast Not a problem at all How are you,0,1
I m still walking on air after my Dad s baptism yesterday One of the happiest moments of my life,0,1
clap RT Niltooon Photo http tumblr com xbtai gol,0,1
fearofcode we don t have coyotes in this area thankfully We do however have skunks Makes me wish for coyotes,0,1
Alex is going to send me a Google WAVE invite yea HUM what is that,0,1
Have you ever been with someone said nothing and walked away feeling like you just had the best conversation ever,0,1
Hell I said Vitamin B and I meant Vitamin D I guess I am to old to remember my Vitamins and which does what,0,1
tvtalkradio Hey friend it s been too long Things are terrific here and how is it by you,0,1
MisBHaving What bonus does the collectors edition boast,0,1
I have had Windows bit running on my desktop for awhile I have bit running on both my Macbook and my HP laptop as well,0,1
My spotify Morning Becomes Ecclectic playlist has just been updated tracks For those who have Spotify http bit ly cGo ba music,0,1
I wish days were hours long you still only worked hours and you live the same amount of years,0,1
How To Be Blog Savvy http bit ly Necdo,0,1
RT JimMacMillan News Google Voice Opens To All http bit ly bdbnDN,0,1
dearsarah I saw that and thought the same thing kismet,0,1
RT Grist People Who Are Redefining Green http bit ly cNye u,0,1
YEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,0,1
RT warkoholic Alguien sabe de algn papel online que hable del rol de la PUC en dictadura Tienes q buscar algo de manuel antonio garreton,0,1
I FIXED MY IPOD IT S ALIVE YAY D,0,1
Barenaked Ladies Sign Deal With EMI http bit ly lqoQ,0,1
At the top of el Miguelete Cannot breath Seriously En la cima del Miguelete No puedo respirar En serio http yfrog com ve ij,0,1
Dear Hotmail What The Hell Happened to You http bit ly bpyEVt,0,1
rufusblue Totally feelin that you re feelin the BG,0,1
Cine are E Z Rollers to share,0,1
mgmuller doe je goed Michiel,0,1
TaimurAsad that s a great situation,0,1
nouwen dat zouden ze bij sqr moet oplossen die meervoudige lokaties,0,1
Baseball is drama with an endless run and an ever changing cast JoeGaragiola,0,1
my new twitter theory no one is listening or paying attention as it were about people are heard guykawasaki steverubel Scobleizer,0,1
O http bit ly JmrTh What is a Tween And Why You Should Be Concerned About Them Jobs,0,1
Patalemur Will do Miss K just said Thank you Pata how are the kids Gotta get her on Twitter eventually,0,1
Sickened by the execution of AkmalShaikh in China Drug trafficking abhorrent but so is any lack of human rights http bit ly WLnaD,0,1
michaelmarth How old is your system I m interested in how you get on,0,1
Psyche I working on several series to help you with this don t worry we ll get your career going,0,1
olliejudge congratulations,0,1
KRISWIXX Ahh you are the one in Anaheim I sent them to,0,1
make sure you stay away from poor people when they have swords,0,1
HuseyinTheBrain yes but you have to change the path of the swf file from flash file swf to http www silvergames com flash file swf,0,1
Rolled on over to Blogworld party at Studio at MGM Top shelf open bar tech geeks drunken tech geeks,0,1
missxpistol Call it with the boss,0,1
gfalconic si hice algunos laburitos y conoc un par de contactos sin preocuparme mucho,0,1
New Visiting Little Italy in NYC http bit ly xdli,0,1
Happy Thanksgiving gobble gobble,0,1
Little things done over and over again add up to making a difference in a big way Byron Pulsifer,0,1
Free but able to solve the problem busy but unable to solve the problem which is better,0,1
AlexKaris You know he s graduating from Clemson with a degree in mechanical engineeringnot sure that s the Jedi type,0,1
In the beginner s mind there are many possibilities In the expert s mind there are few Shunryu Suzuki,0,1
enelporno los gsfiter salen bien parados,0,1
Entertainment Sixtys John Reese http bit ly a ZwVS,0,1
tinucherian dibyabttb yes I will,0,1
ChefFrankyG Aren t they the BEST They make white flour tortillas taste like cardboard,0,1
Elephants are capable of pulling up to liters gallons of water into the trunk Therefore they could easily drown a baby,0,1
Pissed wife just got home,0,1
BrownSugar don t you remember Chantelle,0,1
RT ncarvajal La pica ya pas de moda Es hora de la mstica es hora de cmo se cuenta la pica o cmo se cuenta la mstica,0,1
http conceptblog de in die wide world entlassen based on Y Pipes Tumblr,0,1
Why is twitter blocking my tweets about The world according to Monsanto,0,1
huh strange when stray and random people send me at links that are affiliate links have to see if this is a trend,0,1
UN Summer Camp in Gaza Vandalized http bit ly cyfyaS,0,1
downloading Google Chrome,0,1
hoy felipenavegante estuvo en la inauguracin del ao escolar de la utalca lilyguzman,0,1
GuyFelder cheer up buddy,0,1
When Article Titles Go Horribly Wrong http cli gs RNDSm,0,1
Killing time isn t murder it s suicide,0,1
Enjoying every minute of warm Dominican Republic,0,1
Hmm The Caprican peni are called Tarse Fascinating,0,1
About to run into a sprint store to get a cover,0,1
cloverbean cheers no one wants hang out,0,1
Matisyahu Horizon Records The Handlebar Written By Victor Alfieri November Greenville SC S http bit ly csBqv,0,1
NL Wins All Star Game as McCann Comes Up Big http bit ly bbHF M,0,1
A Colorful Clock With CSS jQuery http bit ly xmqBG,0,1
HealthHomeHappy Eggs are one of the cheapest and best sources of concentrated nutrition And they are so versatile,0,1
DIY more backyard blitz shifting dirt laying sleepers,0,1
writing sessions then cutting vocals and it s just monday Busy week,0,1
Wow Just saw the re release of Captain EO Michael J is still the King of Pop,0,1
purf ctsnow later bro,0,1
Oh puh lease Where d ya get that the NYTimes http bit ly pgmgr Jonny boy speaks da troof,0,1
sarirahayu kind of scary halfway to,0,1
Neilochka thanks muchly darling,0,1
Will newspapers shun Google http bit ly WyzOM,0,1
ScottieSimpson i m supporting the peoples club today broseph we ve got a chance at gettin in the european cup now,0,1
ReadWriteWeb MySpace Launches Events Platform http bit ly bw r b,0,1
WubeyOneKenobi nah just listening to some old tunes,0,1
eradke It must of been embarrassing they took it down lol,0,1
Why oh why do Apple insist on locking the battery into devices when allowing u to have batteries would be so much better apple,0,1
Agreed The Luke Wilson AT T ads are awful and look slapped together http www slate com id,0,1
daughters asleep other daugher and wife out of the house What do I do with silence,0,1
Oktoberfest Paulaner s Brauhaus http bit ly D Tel http bit ly dO uo,0,1
Truck n,0,1
My early morning drive to LAX is complete I m thru security have coffee in hand Hope the rest of the day goes as smoothly bostonbound,0,1
hgetson I know exactly how you feel Howard,0,1
Google Assessing The Fallout From China Stance Baidu SOhu Ctrip looks like a BUY BUY BUY http bit ly FholC,0,1
sittin outside drinkin a brew,0,1
I am fucking thrashed,0,1
Big Volume again on the selling pressure this friday,0,1
PKSidhu yea totally,0,1
dad nji Am having such a LOUSY year with my FF picks sigh PLUS Favre lost yesterday Happily Kurt was great I m so torn You,0,1
Me Do you believe in soulmates Roommate There s a in finding one so I don t think so Me Lol you know the actual stat Her Yes,0,1
Reid says Bybee shouldn t be punished in torture memo case http is gd hKqV,0,1
RT Emitstop RT tpb BitTorrent Inc releases uTorrent beta http bit ly tVVwC,0,1
Was told I need to have an x ray despite the fact I had an MRI on my knee last week Does an x ray show something additional,0,1
TRIVIA In his first game of the season how many passes did Mtn Valley s Chris Day complete and for how many yards RT and win,0,1
more dr s appts today for the knee more conflicting opinions I know medicine isn t an exact science but we can t even ballpark it,0,1
Dear FrontierCorp and DishNetwork Our threesome is over Comcast is at my house right now and we re about to get it on,0,1
Shared Nice Typographic Business Cards http bit ly tUHjs,0,1
nvsteph And reminded us about more times Anything to see her name in print I guess So sad,0,1
NOLAalex Neither do I I live in DC Says a lot about the monorail doesn t it,0,1
rolandkok Heb ik gekregen ik kom er nog op terug,0,1
cheriedebrule Just talking aout the web interface no use for that who doesn t use tweet deck,0,1
Andrew it s more likely billion i was letting you off easy,0,1
Completely psyched about the th DoctorWho ep tonight worried about how huge the cliffhanger s going to be first parteroftheyearyay,0,1
Everyone seems to hate WONDER WOMAN s new costume http bit ly akjGDo,0,1
A profound article on Wired about Answer Factory http bit ly SuFJQ,0,1
Zondag januari voorronde Noord Brabant in Den Bosch Start uur Verkadefabriek en W,0,1
Twitter test from phone,0,1
shloky Trying to have an argument over twitter really makes you refine your argument,0,1
What does facebook mean by Authentic Admins In regards to tabs,0,1
Mmmmm Which is better Being an employer or an employee,0,1
WOW muslims are really egoistic of the World population and not in this video or donating dollar to the poor ones in Africa shame on those terrorist muslims,0,1
RE mashable Agreed Big Brother is watching There is a cool side to the technology and gives me the ability to wat http disq us dfrix,0,1
Hey WoW may be down but Star Wars Galaxies is up We could all we cou BWAA HAA HAA Sorry couldn t keep a straight face,0,1
